,Emp No,Month,Department,rank,week_ot,weekend_ot,night_ot,net_ot,weekend_ratio,cluster
738,138,4,A,G2,13.63636364,2.727272727,5.454545455,10.90909091,0.25,0
739,139,4,A,G2,28.18181818,2.727272727,6.363636364,25.45454545,0.107142857,1
740,140,4,A,G1D,25,4.285714286,7.142857143,20.71428571,0.206896552,2
741,141,4,A,G1S,12.5,5,0,7.5,0.666666667,3
742,142,4,C,G1D,22.85714286,6.428571429,0,16.42857143,0.391304348,2
743,143,4,D,G2,28.18181818,10,1.818181818,18.18181818,0.55,2
744,144,4,B,G3,26.08695652,1.904761905,6.086956522,24.18219462,0.078767123,2
745,145,4,A,G2,31.81818182,0,1.818181818,31.81818182,0,1
746,146,4,C,G2,34.54545455,5.454545455,8.181818182,29.09090909,0.1875,1
747,147,4,C,G3,31.30434783,3.80952381,7.826086957,27.49482402,0.138554217,1
748,148,4,A,G1S,10.625,4.375,6.875,6.25,0.7,3
749,149,4,B,G2,1.818181818,3.636363636,6.363636364,11,0,0
750,150,4,B,G1D,28.57142857,5,7.857142857,23.57142857,0.212121212,2
751,151,4,D,G1D,25,7.857142857,6.428571429,17.14285714,0.458333333,2
752,152,4,D,G1S,8.75,1.875,1.25,6.875,0.272727273,3
753,153,4,C,G1S,8.75,6.875,3.75,1.875,1,3
754,154,4,B,G2,6.363636364,7.272727273,4.545454545,11,0,0
755,155,4,A,G2,10,6.363636364,5.454545455,3.636363636,1,3
756,156,4,A,G1D,1.428571429,2.142857143,0,7,0,3
757,157,4,A,G1S,9.375,6.875,6.875,2.5,1,3
758,158,4,B,G2,17.27272727,0,6.363636364,17.27272727,0,2
759,159,4,B,G1D,9.285714286,5.714285714,2.142857143,3.571428571,1,3
760,160,4,D,G2,30,5.454545455,2.727272727,24.54545455,0.222222222,2
761,161,4,A,G1D,8.571428571,7.142857143,6.428571429,1.428571429,1,3
762,162,4,B,G2,3.636363636,8.181818182,10,11,0,0
763,163,4,D,G3,33.91304348,10.47619048,6.086956522,23.436853,0.446996466,2
764,164,4,A,G1D,27.14285714,5,7.857142857,22.14285714,0.225806452,2
765,165,4,B,G1S,21.25,0,0.625,21.25,0,2
766,166,4,B,G2,21.81818182,1.818181818,4.545454545,20,0.090909091,2
767,167,4,D,G1D,17.85714286,2.142857143,0,15.71428571,0.136363636,0
768,168,4,B,G1D,18.57142857,7.857142857,7.142857143,10.71428571,0.733333333,0
769,169,4,A,G1D,25,7.142857143,6.428571429,17.85714286,0.4,2
770,170,4,C,G1D,7.142857143,6.428571429,4.285714286,0.714285714,1,3
771,171,4,D,G3,0.869565217,0,0,0.869565217,0,3
772,172,4,D,G1S,25.625,5.625,1.25,20,0.28125,2
773,173,4,D,G3,20,0.952380952,7.826086957,19.04761905,0.05,2
774,174,4,A,G1D,7.857142857,6.428571429,7.142857143,1.428571429,1,3
775,175,4,A,G3,37.39130435,2.857142857,6.956521739,34.53416149,0.082733813,1
776,176,4,A,G2,25.45454545,7.272727273,6.363636364,18.18181818,0.4,2
777,177,4,A,G2,32.72727273,5.454545455,9.090909091,27.27272727,0.2,1
778,178,4,C,G3,6.956521739,2.857142857,9.565217391,4.099378882,0.696969697,3
779,179,4,B,G1D,10,0.714285714,0,9.285714286,0.076923077,0
780,180,4,A,G1D,12.14285714,5.714285714,4.285714286,6.428571429,0.888888889,3
781,181,4,B,G3,10.43478261,3.80952381,6.086956522,6.625258799,0.575,3
782,182,4,A,G1D,1.428571429,6.428571429,3.571428571,7,0,3
783,183,4,A,G3,35.65217391,5.714285714,7.826086957,29.9378882,0.190871369,1
784,184,4,B,G1D,15,2.857142857,1.428571429,12.14285714,0.235294118,0
785,185,4,A,G3,2.608695652,6.666666667,7.826086957,12,0,0
786,186,4,D,G1D,3.571428571,5,1.428571429,7,0,3
787,187,4,C,G1D,7.142857143,1.428571429,5.714285714,5.714285714,0.25,3
788,188,4,C,G2,38.18181818,2.727272727,2.727272727,35.45454545,0.076923077,1
789,189,4,B,G1S,22.5,0,5,22.5,0,2
790,190,4,D,G3,3.47826087,6.666666667,2.608695652,12,0,0
791,191,4,C,G2,28.18181818,3.636363636,9.090909091,24.54545455,0.148148148,2
792,192,4,C,G2,4.545454545,7.272727273,0,11,0,0
793,193,4,D,G1D,12.14285714,0,7.142857143,12.14285714,0,0
794,194,4,A,G2,36.36363636,4.545454545,7.272727273,31.81818182,0.142857143,1
795,195,4,B,G2,20,5.454545455,10,14.54545455,0.375,0
796,196,4,B,G1D,29.28571429,2.857142857,4.285714286,26.42857143,0.108108108,1
797,197,4,D,G1D,27.85714286,5.714285714,7.857142857,22.14285714,0.258064516,2
798,198,4,A,G1S,0.625,5.625,2.5,4,0,3
799,199,4,C,G1D,27.85714286,7.142857143,0,20.71428571,0.344827586,2
800,0,5,B,G1S,21.25,5.625,6.875,15.625,0.36,0
801,1,5,D,G1D,15.71428571,2.857142857,6.428571429,12.85714286,0.222222222,0
802,2,5,B,G1S,23.75,3.75,5.625,20,0.1875,2
803,3,5,C,G3,24.34782609,0.952380952,0.869565217,23.39544513,0.040707965,2
804,4,5,A,G1S,18.75,4.375,3.75,14.375,0.304347826,0
805,5,5,B,G1S,1.25,1.875,5.625,4,0,3
806,6,5,D,G1D,2.857142857,0.714285714,7.142857143,2.142857143,0.333333333,3
807,7,5,D,G2,31.81818182,10,6.363636364,21.81818182,0.458333333,2
808,8,5,C,G1D,2.857142857,1.428571429,4.285714286,1.428571429,1,3
809,9,5,B,G1D,9.285714286,7.857142857,2.857142857,1.428571429,1,3
810,10,5,A,G1S,9.375,6.875,1.25,2.5,1,3
811,11,5,C,G1S,14.375,3.75,0,10.625,0.352941176,0
812,12,5,C,G2,30.90909091,8.181818182,0,22.72727273,0.36,2
813,13,5,D,G1D,22.85714286,2.857142857,5,20,0.142857143,2
814,14,5,D,G1D,30,1.428571429,0.714285714,28.57142857,0.05,1
815,15,5,B,G1S,10,6.875,2.5,3.125,1,3
816,16,5,B,G1S,16.875,3.125,1.875,13.75,0.227272727,0
817,17,5,C,G1D,9.285714286,4.285714286,0.714285714,5,0.857142857,3
818,18,5,D,G1S,13.125,0,4.375,13.125,0,0
819,19,5,C,G2,7.272727273,10,9.090909091,11,0,0
820,20,5,C,G1S,20,3.75,2.5,16.25,0.230769231,2
821,21,5,B,G1S,13.75,6.25,5.625,7.5,0.833333333,3
822,22,5,D,G2,26.36363636,2.727272727,0.909090909,23.63636364,0.115384615,2
823,23,5,C,G1D,18.57142857,4.285714286,2.142857143,14.28571429,0.3,0
824,24,5,D,G3,11.30434783,2.857142857,6.086956522,8.447204969,0.338235294,0
825,25,5,B,G3,25.2173913,1.904761905,0.869565217,23.3126294,0.081705151,2
826,26,5,D,G1S,4.375,3.75,1.875,0.625,1,3
827,27,5,A,G2,38.18181818,5.454545455,6.363636364,32.72727273,0.166666667,1
828,28,5,A,G3,26.08695652,4.761904762,1.739130435,21.32505176,0.223300971,2
829,29,5,C,G1D,26.42857143,6.428571429,2.142857143,20,0.321428571,2
830,30,5,D,G3,31.30434783,10.47619048,6.086956522,20.82815735,0.502982107,2
831,31,5,D,G3,30.43478261,1.904761905,1.739130435,28.5300207,0.066763425,1
832,32,5,A,G3,34.7826087,7.619047619,8.695652174,27.16356108,0.280487805,1
833,33,5,A,G1D,20,0,3.571428571,20,0,2
834,34,5,A,G1S,1.25,5,6.25,4,0,3
835,35,5,B,G2,36.36363636,7.272727273,6.363636364,29.09090909,0.25,1
836,36,5,A,G1D,8.571428571,5.714285714,2.857142857,2.857142857,1,3
837,37,5,B,G3,8.695652174,6.666666667,1.739130435,2.028985507,1,3
838,38,5,A,G3,16.52173913,1.904761905,7.826086957,14.61697723,0.130311615,0
839,39,5,B,G2,0,8.181818182,0,11,0,0
840,40,5,A,G3,0.869565217,1.904761905,4.347826087,12,0,0
841,41,5,D,G1S,11.25,3.125,0,8.125,0.384615385,3
842,42,5,B,G3,22.60869565,0,2.608695652,22.60869565,0,2
843,43,5,C,G2,24.54545455,0.909090909,6.363636364,23.63636364,0.038461538,2
844,44,5,B,G1D,12.14285714,6.428571429,6.428571429,5.714285714,1,3
845,45,5,B,G1S,12.5,2.5,0.625,10,0.25,0
846,46,5,C,G1S,1.875,3.125,5.625,4,0,3
847,47,5,C,G1D,30.71428571,0.714285714,7.857142857,30,0.023809524,1
848,48,5,C,G1D,11.42857143,7.857142857,5,3.571428571,1,3
849,49,5,C,G1D,7.142857143,0,7.857142857,7.142857143,0,3
850,50,5,B,G3,30.43478261,0.952380952,6.086956522,29.48240166,0.032303371,1
851,51,5,A,G1D,21.42857143,0.714285714,5.714285714,20.71428571,0.034482759,2
852,52,5,D,G3,30.43478261,1.904761905,2.608695652,28.5300207,0.066763425,1
853,53,5,B,G1S,26.875,5.625,6.25,21.25,0.264705882,2
854,54,5,A,G1D,30.71428571,0,6.428571429,30.71428571,0,1
855,55,5,C,G3,2.608695652,9.523809524,7.826086957,12,0,0
856,56,5,C,G3,16.52173913,8.571428571,0.869565217,7.950310559,1,3
857,57,5,D,G2,0.909090909,10,3.636363636,11,0,0
858,58,5,A,G1S,16.875,5.625,3.125,11.25,0.5,0
859,59,5,B,G2,15.45454545,9.090909091,5.454545455,6.363636364,1,3
860,60,5,A,G1D,25.71428571,7.142857143,2.142857143,18.57142857,0.384615385,2
861,61,5,C,G1S,17.5,6.25,2.5,11.25,0.555555556,0
862,62,5,C,G3,8.695652174,4.761904762,7.826086957,3.933747412,1,3
863,63,5,B,G3,1.739130435,0.952380952,3.47826087,0.786749482,1,3
864,64,5,B,G3,29.56521739,2.857142857,6.086956522,26.70807453,0.106976744,1
865,65,5,C,G1D,27.14285714,1.428571429,7.857142857,25.71428571,0.055555556,1
866,66,5,A,G1S,17.5,3.125,1.875,14.375,0.217391304,0
867,67,5,C,G3,16.52173913,6.666666667,9.565217391,9.855072464,0.676470588,0
868,68,5,D,G2,32.72727273,6.363636364,0.909090909,26.36363636,0.24137931,1
869,69,5,A,G3,33.04347826,7.619047619,9.565217391,25.42443064,0.299674267,1
870,70,5,D,G2,4.545454545,8.181818182,0,11,0,0
871,71,5,A,G3,16.52173913,6.666666667,3.47826087,9.855072464,0.676470588,0
872,72,5,D,G1D,9.285714286,2.142857143,0,7.142857143,0.3,3
873,73,5,B,G1S,20,1.875,5.625,18.125,0.103448276,2
874,74,5,D,G1D,2.857142857,3.571428571,3.571428571,7,0,3
875,75,5,A,G2,17.27272727,0,0.909090909,17.27272727,0,2
876,76,5,A,G1S,4.375,5,1.875,4,0,3
877,77,5,C,G1D,30,2.142857143,1.428571429,27.85714286,0.076923077,1
878,78,5,B,G1D,20.71428571,5,6.428571429,15.71428571,0.318181818,0
879,79,5,A,G2,12.72727273,3.636363636,6.363636364,9.090909091,0.4,0
880,80,5,D,G2,2.727272727,3.636363636,7.272727273,11,0,0
881,81,5,A,G3,24.34782609,6.666666667,3.47826087,17.68115942,0.37704918,2
882,82,5,C,G1D,6.428571429,0,7.142857143,6.428571429,0,3
883,83,5,D,G1D,19.28571429,0.714285714,2.142857143,18.57142857,0.038461538,2
884,84,5,C,G1D,10,2.142857143,5.714285714,7.857142857,0.272727273,3
885,85,5,D,G1S,5.625,1.875,3.125,3.75,0.5,3
886,86,5,D,G1S,23.75,4.375,1.25,19.375,0.225806452,2
887,87,5,B,G2,7.272727273,4.545454545,6.363636364,2.727272727,1,3
888,88,5,A,G2,30.90909091,1.818181818,8.181818182,29.09090909,0.0625,1
889,89,5,B,G1S,1.25,6.875,3.75,4,0,3
890,90,5,B,G2,6.363636364,7.272727273,1.818181818,11,0,0
891,91,5,D,G3,28.69565217,0,5.217391304,28.69565217,0,1
892,92,5,D,G1S,14.375,2.5,5.625,11.875,0.210526316,0
893,93,5,D,G2,26.36363636,8.181818182,0.909090909,18.18181818,0.45,2
894,94,5,B,G1D,12.85714286,7.857142857,2.857142857,5,1,3
895,95,5,D,G2,38.18181818,10,0,28.18181818,0.35483871,1
896,96,5,A,G2,38.18181818,1.818181818,10,36.36363636,0.05,1
897,97,5,B,G1D,28.57142857,5,4.285714286,23.57142857,0.212121212,2
898,98,5,C,G1S,3.125,5.625,1.25,4,0,3
899,99,5,B,G3,29.56521739,0.952380952,9.565217391,28.61283644,0.033285094,1
900,100,5,B,G1S,5,1.25,1.25,3.75,0.333333333,3
901,101,5,B,G1D,7.857142857,0.714285714,6.428571429,7.142857143,0.1,3
902,102,5,A,G1D,16.42857143,7.857142857,1.428571429,8.571428571,0.916666667,0
903,103,5,C,G1S,13.75,3.125,0,10.625,0.294117647,0
904,104,5,D,G1D,27.85714286,7.857142857,1.428571429,20,0.392857143,2
905,105,5,D,G1D,27.14285714,5.714285714,6.428571429,21.42857143,0.266666667,2
906,106,5,A,G1D,12.14285714,7.857142857,2.857142857,4.285714286,1,3
907,107,5,D,G1D,28.57142857,0,6.428571429,28.57142857,0,1
908,108,5,C,G1D,22.85714286,7.857142857,0.714285714,15,0.523809524,0
909,109,5,D,G1D,11.42857143,4.285714286,3.571428571,7.142857143,0.6,3
910,110,5,D,G2,30.90909091,5.454545455,0.909090909,25.45454545,0.214285714,1
911,111,5,C,G3,9.565217391,4.761904762,7.826086957,4.803312629,0.99137931,3
912,112,5,A,G2,3.636363636,0.909090909,2.727272727,2.727272727,0.333333333,3
913,113,5,B,G1S,10,5,5,5,1,3
914,114,5,D,G2,8.181818182,3.636363636,3.636363636,4.545454545,0.8,3
915,115,5,C,G3,10.43478261,6.666666667,3.47826087,3.768115942,1,3
916,116,5,D,G2,3.636363636,6.363636364,3.636363636,11,0,0
917,117,5,B,G1D,23.57142857,2.857142857,4.285714286,20.71428571,0.137931034,2
918,118,5,D,G1D,13.57142857,2.142857143,7.857142857,11.42857143,0.1875,0
919,119,5,A,G1S,18.75,1.25,4.375,17.5,0.071428571,2
920,120,5,B,G1D,4.285714286,3.571428571,5.714285714,0.714285714,1,3
921,121,5,B,G2,37.27272727,2.727272727,0,34.54545455,0.078947368,1
922,122,5,D,G3,5.217391304,0.952380952,4.347826087,4.265010352,0.223300971,3
923,123,5,C,G1S,24.375,0,3.125,24.375,0,2
924,124,5,D,G1D,25.71428571,3.571428571,4.285714286,22.14285714,0.161290323,2
925,125,5,D,G1S,12.5,6.875,1.25,5.625,1,3
926,126,5,B,G3,33.91304348,3.80952381,4.347826087,30.10351967,0.126547455,1
927,127,5,A,G3,14.7826087,10.47619048,3.47826087,4.306418219,1,3
928,128,5,D,G1D,29.28571429,0,5,29.28571429,0,1
929,129,5,A,G2,35.45454545,0.909090909,6.363636364,34.54545455,0.026315789,1
930,130,5,C,G1S,10,3.75,6.875,6.25,0.6,3
931,131,5,D,G3,32.17391304,8.571428571,0,23.60248447,0.363157895,2
932,132,5,A,G1S,12.5,4.375,3.75,8.125,0.538461538,3
933,133,5,B,G1D,2.142857143,3.571428571,1.428571429,7,0,3
934,134,5,B,G1D,8.571428571,4.285714286,7.857142857,4.285714286,1,3
935,135,5,D,G2,1.818181818,7.272727273,0,11,0,0
936,136,5,B,G1S,23.75,0,4.375,23.75,0,2
937,137,5,D,G1D,2.857142857,1.428571429,3.571428571,1.428571429,1,3
938,138,5,A,G2,20.90909091,9.090909091,2.727272727,11.81818182,0.769230769,0
939,139,5,A,G2,9.090909091,2.727272727,0,6.363636364,0.428571429,3
940,140,5,A,G1D,13.57142857,4.285714286,7.857142857,9.285714286,0.461538462,0
941,141,5,A,G1S,8.125,3.75,2.5,4.375,0.857142857,3
942,142,5,C,G1D,12.85714286,0.714285714,4.285714286,12.14285714,0.058823529,0
943,143,5,D,G2,33.63636364,1.818181818,8.181818182,31.81818182,0.057142857,1
944,144,5,B,G3,12.17391304,0,5.217391304,12.17391304,0,0
945,145,5,A,G2,30,9.090909091,9.090909091,20.90909091,0.434782609,2
946,146,5,C,G2,7.272727273,8.181818182,10,11,0,0
947,147,5,C,G3,3.47826087,3.80952381,8.695652174,12,0,0
948,148,5,A,G1S,21.875,4.375,5.625,17.5,0.25,2
949,149,5,B,G2,9.090909091,8.181818182,5.454545455,0.909090909,1,3
950,150,5,B,G1D,22.14285714,6.428571429,2.857142857,15.71428571,0.409090909,0
951,151,5,D,G1D,17.85714286,7.857142857,4.285714286,10,0.785714286,0
952,152,5,D,G1S,23.75,5.625,0.625,18.125,0.310344828,2
953,153,5,C,G1S,6.25,4.375,5.625,1.875,1,3
954,154,5,B,G2,12.72727273,6.363636364,1.818181818,6.363636364,1,3
955,155,5,A,G2,37.27272727,1.818181818,6.363636364,35.45454545,0.051282051,1
956,156,5,A,G1D,6.428571429,7.857142857,5.714285714,7,0,3
957,157,5,A,G1S,10.625,4.375,5.625,6.25,0.7,3
958,158,5,B,G2,5.454545455,3.636363636,4.545454545,1.818181818,1,3
959,159,5,B,G1D,30,7.142857143,4.285714286,22.85714286,0.3125,2
960,160,5,D,G2,35.45454545,0,7.272727273,35.45454545,0,1
961,161,5,A,G1D,1.428571429,7.142857143,6.428571429,7,0,3
962,162,5,B,G2,31.81818182,2.727272727,10,29.09090909,0.09375,1
963,163,5,D,G3,5.217391304,1.904761905,4.347826087,3.3126294,0.575,3
964,164,5,A,G1D,5.714285714,7.142857143,1.428571429,7,0,3
965,165,5,B,G1S,23.125,1.875,0.625,21.25,0.088235294,2
966,166,5,B,G2,8.181818182,3.636363636,5.454545455,4.545454545,0.8,3
967,167,5,D,G1D,20.71428571,3.571428571,0,17.14285714,0.208333333,2
968,168,5,B,G1D,12.14285714,3.571428571,5.714285714,8.571428571,0.416666667,0
969,169,5,A,G1D,25,0,2.857142857,25,0,1
970,170,5,C,G1D,1.428571429,0.714285714,7.857142857,0.714285714,1,3
971,171,5,D,G3,17.39130435,5.714285714,7.826086957,11.67701863,0.489361702,0
972,172,5,D,G1S,12.5,5,6.875,7.5,0.666666667,3
973,173,5,D,G3,10.43478261,9.523809524,9.565217391,0.910973085,1,3
974,174,5,A,G1D,13.57142857,5,0,8.571428571,0.583333333,0
975,175,5,A,G3,20.86956522,3.80952381,8.695652174,17.06004141,0.223300971,2
976,176,5,A,G2,33.63636364,6.363636364,6.363636364,27.27272727,0.233333333,1
977,177,5,A,G2,14.54545455,0.909090909,2.727272727,13.63636364,0.066666667,0
978,178,5,C,G3,26.95652174,6.666666667,0,20.28985507,0.328571429,2
979,179,5,B,G1D,7.142857143,6.428571429,4.285714286,0.714285714,1,3
980,180,5,A,G1D,0.714285714,0,0.714285714,0.714285714,0,3
981,181,5,B,G3,5.217391304,5.714285714,6.956521739,12,0,0
982,182,5,A,G1D,28.57142857,6.428571429,5.714285714,22.14285714,0.290322581,2
983,183,5,A,G3,0,8.571428571,4.347826087,12,0,0
984,184,5,B,G1D,24.28571429,5,5.714285714,19.28571429,0.259259259,2
985,185,5,A,G3,34.7826087,9.523809524,4.347826087,25.25879917,0.37704918,1
986,186,5,D,G1D,12.85714286,3.571428571,7.857142857,9.285714286,0.384615385,0
987,187,5,C,G1D,7.142857143,3.571428571,2.142857143,3.571428571,1,3
988,188,5,C,G2,18.18181818,9.090909091,6.363636364,9.090909091,1,0
989,189,5,B,G1S,14.375,6.875,6.875,7.5,0.916666667,3
990,190,5,D,G3,3.47826087,10.47619048,1.739130435,12,0,0
991,191,5,C,G2,10,0,3.636363636,10,0,0
992,192,5,C,G2,21.81818182,2.727272727,0.909090909,19.09090909,0.142857143,2
993,193,5,D,G1D,2.857142857,2.142857143,0,0.714285714,1,3
994,194,5,A,G2,20,8.181818182,0,11.81818182,0.692307692,0
995,195,5,B,G2,11.81818182,8.181818182,10,3.636363636,1,3
996,196,5,B,G1D,18.57142857,3.571428571,0,15,0.238095238,0
997,197,5,D,G1D,3.571428571,7.857142857,6.428571429,7,0,3
998,198,5,A,G1S,6.25,2.5,1.875,3.75,0.666666667,3
999,199,5,C,G1D,16.42857143,0,6.428571429,16.42857143,0,2
1000,0,6,B,G1S,13.75,5.625,0,8.125,0.692307692,3
1001,1,6,D,G1D,15.71428571,4.285714286,7.142857143,11.42857143,0.375,0
1002,2,6,B,G1S,20,0,4.375,20,0,2
1003,3,6,C,G3,24.34782609,5.714285714,4.347826087,18.63354037,0.306666667,2
1004,4,6,A,G1S,20.625,6.875,3.75,13.75,0.5,0
1005,5,6,B,G1S,21.25,4.375,4.375,16.875,0.259259259,2
1006,6,6,D,G1D,28.57142857,1.428571429,2.857142857,27.14285714,0.052631579,1
1007,7,6,D,G2,29.09090909,6.363636364,1.818181818,22.72727273,0.28,2
1008,8,6,C,G1D,27.14285714,0.714285714,4.285714286,26.42857143,0.027027027,1
1009,9,6,B,G1D,18.57142857,0,5,18.57142857,0,2
1010,10,6,A,G1S,10,6.25,1.25,3.75,1,3
1011,11,6,C,G1S,3.75,4.375,6.25,4,0,3
1012,12,6,C,G2,8.181818182,9.090909091,8.181818182,11,0,0
1013,13,6,D,G1D,19.28571429,5.714285714,5.714285714,13.57142857,0.421052632,0
1014,14,6,D,G1D,6.428571429,3.571428571,4.285714286,2.857142857,1,3
1015,15,6,B,G1S,14.375,3.125,1.25,11.25,0.277777778,0
1016,16,6,B,G1S,1.25,3.125,1.25,4,0,3
1017,17,6,C,G1D,30,6.428571429,7.857142857,23.57142857,0.272727273,2
1018,18,6,D,G1S,10,6.25,5,3.75,1,3
1019,19,6,C,G2,4.545454545,0,4.545454545,4.545454545,0,3
1020,20,6,C,G1S,3.75,2.5,6.875,1.25,1,3
1021,21,6,B,G1S,18.75,3.75,0,15,0.25,0
1022,22,6,D,G2,26.36363636,0,2.727272727,26.36363636,0,1
1023,23,6,C,G1D,9.285714286,6.428571429,4.285714286,2.857142857,1,3
1024,24,6,D,G3,4.347826087,6.666666667,6.086956522,12,0,0
1025,25,6,B,G3,31.30434783,8.571428571,0.869565217,22.73291925,0.37704918,2
1026,26,6,D,G1S,16.25,0,5.625,16.25,0,2
1027,27,6,A,G2,26.36363636,8.181818182,9.090909091,18.18181818,0.45,2
1028,28,6,A,G3,11.30434783,3.80952381,6.956521739,7.494824017,0.508287293,3
1029,29,6,C,G1D,5.714285714,7.142857143,6.428571429,7,0,3
1030,30,6,D,G3,6.086956522,0.952380952,2.608695652,5.134575569,0.185483871,3
1031,31,6,D,G3,6.086956522,6.666666667,5.217391304,12,0,0
1032,32,6,A,G3,20,0.952380952,2.608695652,19.04761905,0.05,2
1033,33,6,A,G1D,6.428571429,4.285714286,6.428571429,2.142857143,1,3
1034,34,6,A,G1S,12.5,0.625,0,11.875,0.052631579,0
1035,35,6,B,G2,7.272727273,5.454545455,8.181818182,1.818181818,1,3
1036,36,6,A,G1D,2.142857143,3.571428571,5,7,0,3
1037,37,6,B,G3,31.30434783,4.761904762,7.826086957,26.54244306,0.179407176,1
1038,38,6,A,G3,20,10.47619048,8.695652174,9.523809524,1,0
1039,39,6,B,G2,27.27272727,3.636363636,10,23.63636364,0.153846154,2
1040,40,6,A,G3,0.869565217,5.714285714,7.826086957,12,0,0
1041,41,6,D,G1S,7.5,6.25,5.625,1.25,1,3
1042,42,6,B,G3,13.04347826,5.714285714,6.086956522,7.329192547,0.779661017,3
1043,43,6,C,G2,5.454545455,1.818181818,2.727272727,3.636363636,0.5,3
1044,44,6,B,G1D,20,0.714285714,3.571428571,19.28571429,0.037037037,2
1045,45,6,B,G1S,6.875,1.875,3.75,5,0.375,3
1046,46,6,C,G1S,26.25,0.625,4.375,25.625,0.024390244,1
1047,47,6,C,G1D,0.714285714,4.285714286,7.142857143,7,0,3
1048,48,6,C,G1D,4.285714286,1.428571429,0.714285714,2.857142857,0.5,3
1049,49,6,C,G1D,2.857142857,4.285714286,2.857142857,7,0,3
1050,50,6,B,G3,6.956521739,9.523809524,4.347826087,12,0,0
1051,51,6,A,G1D,20.71428571,7.857142857,6.428571429,12.85714286,0.611111111,0
1052,52,6,D,G3,13.91304348,9.523809524,9.565217391,4.389233954,1,3
1053,53,6,B,G1S,5.625,1.875,0,3.75,0.5,3
1054,54,6,A,G1D,13.57142857,3.571428571,2.142857143,10,0.357142857,0
1055,55,6,C,G3,33.91304348,0.952380952,3.47826087,32.96066253,0.028894472,1
1056,56,6,C,G3,27.82608696,0,5.217391304,27.82608696,0,1
1057,57,6,D,G2,34.54545455,0,1.818181818,34.54545455,0,1
1058,58,6,A,G1S,3.75,1.875,6.25,1.875,1,3
1059,59,6,B,G2,30,2.727272727,1.818181818,27.27272727,0.1,1
1060,60,6,A,G1D,30,7.857142857,5.714285714,22.14285714,0.35483871,2
1061,61,6,C,G1S,18.125,1.25,3.75,16.875,0.074074074,2
1062,62,6,C,G3,12.17391304,4.761904762,7.826086957,7.412008282,0.642458101,3
1063,63,6,B,G3,3.47826087,6.666666667,6.086956522,12,0,0
1064,64,6,B,G3,4.347826087,0,0.869565217,4.347826087,0,3
1065,65,6,C,G1D,13.57142857,1.428571429,1.428571429,12.14285714,0.117647059,0
1066,66,6,A,G1S,10,3.75,6.875,6.25,0.6,3
1067,67,6,C,G3,15.65217391,3.80952381,1.739130435,11.8426501,0.321678322,0
1068,68,6,D,G2,1.818181818,0,6.363636364,1.818181818,0,3
1069,69,6,A,G3,16.52173913,1.904761905,4.347826087,14.61697723,0.130311615,0
1070,70,6,D,G2,36.36363636,1.818181818,4.545454545,34.54545455,0.052631579,1
1071,71,6,A,G3,6.086956522,6.666666667,4.347826087,12,0,0
1072,72,6,D,G1D,5.714285714,6.428571429,5.714285714,7,0,3
1073,73,6,B,G1S,20,1.875,2.5,18.125,0.103448276,2
1074,74,6,D,G1D,14.28571429,4.285714286,0,10,0.428571429,0
1075,75,6,A,G2,35.45454545,7.272727273,9.090909091,28.18181818,0.258064516,1
1076,76,6,A,G1S,25,5,5,20,0.25,2
1077,77,6,C,G1D,4.285714286,7.857142857,1.428571429,7,0,3
1078,78,6,B,G1D,27.14285714,0.714285714,1.428571429,26.42857143,0.027027027,1
1079,79,6,A,G2,2.727272727,7.272727273,8.181818182,11,0,0
1080,80,6,D,G2,15.45454545,3.636363636,4.545454545,11.81818182,0.307692308,0
1081,81,6,A,G3,36.52173913,6.666666667,9.565217391,29.85507246,0.223300971,1
1082,82,6,C,G1D,25.71428571,4.285714286,5.714285714,21.42857143,0.2,2
1083,83,6,D,G1D,0,5.714285714,7.857142857,7,0,3
1084,84,6,C,G1D,18.57142857,5.714285714,3.571428571,12.85714286,0.444444444,0
1085,85,6,D,G1S,26.25,0.625,2.5,25.625,0.024390244,1
1086,86,6,D,G1S,20.625,6.25,4.375,14.375,0.434782609,0
1087,87,6,B,G2,37.27272727,3.636363636,10,33.63636364,0.108108108,1
1088,88,6,A,G2,30.90909091,10,8.181818182,20.90909091,0.47826087,2
1089,89,6,B,G1S,3.125,4.375,5,4,0,3
1090,90,6,B,G2,28.18181818,9.090909091,0.909090909,19.09090909,0.476190476,2
1091,91,6,D,G3,28.69565217,10.47619048,6.956521739,18.2194617,0.575,2
1092,92,6,D,G1S,20,5.625,1.875,14.375,0.391304348,0
1093,93,6,D,G2,5.454545455,10,5.454545455,11,0,0
1094,94,6,B,G1D,23.57142857,3.571428571,0.714285714,20,0.178571429,2
1095,95,6,D,G2,3.636363636,0,1.818181818,3.636363636,0,3
1096,96,6,A,G2,21.81818182,5.454545455,10,16.36363636,0.333333333,2
1097,97,6,B,G1D,27.14285714,6.428571429,6.428571429,20.71428571,0.310344828,2
1098,98,6,C,G1S,15,3.125,3.125,11.875,0.263157895,0
1099,99,6,B,G3,0.869565217,8.571428571,5.217391304,12,0,0
1100,100,6,B,G1S,8.75,0,3.125,8.75,0,0
1101,101,6,B,G1D,27.14285714,3.571428571,5,23.57142857,0.151515152,2
1102,102,6,A,G1D,17.14285714,4.285714286,0.714285714,12.85714286,0.333333333,0
1103,103,6,C,G1S,3.125,3.125,0,4,0,3
1104,104,6,D,G1D,10.71428571,0.714285714,4.285714286,10,0.071428571,0
